飞机转场记录号,"到达
日期","到达
时刻","到达
航班",到达类型,飞机型号,"出发
日期","出发
时刻","出发
航班",出发类型,"上线
机场","下线
机场",L,到达时刻,出发时刻,F_aI,F_aD,F_oI,F_oD,修正到达时刻,偏移出发时刻,修正出发时刻,到达相对时间min,出发相对时间min,占用开始索引,占用结束索引
PK382,2018-01-20 00:00:00,20:00:00,NV827,I,33E,2018-01-20 00:00:00,21:55:00,NV826,I,COF,COF,1,2018-01-20 20:00:00,2018-01-20 21:55:00,1,0,1,0,2018-01-20 20:00:00,2018-01-20 22:40:00,2018-01-20 22:40:00,1200,1360,240,272
PK383,2018-01-20 00:00:00,20:05:00,GN0205,D,73A,2018-01-20 00:00:00,21:35:00,GN0560,D,TIF,LXF,0,2018-01-20 20:05:00,2018-01-20 21:35:00,0,1,0,1,2018-01-20 20:05:00,2018-01-20 22:20:00,2018-01-20 22:20:00,1205,1340,241,268
PK384,2018-01-20 00:00:00,20:10:00,GN0237,D,73H,2018-01-21 00:00:00, 9:10,GN912,I,SJA,UTB,0,2018-01-20 20:10:00,2018-01-21 09:10:00,0,1,1,0,2018-01-20 20:10:00,2018-01-21 09:55:00,2018-01-20 23:55:00,1210,1435,242,287
PK385,2018-01-20 00:00:00,20:10:00,GN0261,D,73H,2018-01-20 00:00:00,21:05:00,GN0260,D,YNO,DHR,0,2018-01-20 20:10:00,2018-01-20 21:05:00,0,1,0,1,2018-01-20 20:10:00,2018-01-20 21:50:00,2018-01-20 21:50:00,1210,1310,242,262
PK386,2018-01-20 00:00:00,20:10:00,NV621,I,325,2018-01-21 00:00:00, 1:50,NV322,I,ILH,NOM,0,2018-01-20 20:10:00,2018-01-21 01:50:00,1,0,1,0,2018-01-20 20:10:00,2018-01-21 02:35:00,2018-01-20 23:55:00,1210,1435,242,287
PK387,2018-01-20 00:00:00,20:10:00,NV6317,D,319,2018-01-21 00:00:00, 8:15,NV6358,D,ITO,EBU,0,2018-01-20 20:10:00,2018-01-21 08:15:00,0,1,0,1,2018-01-20 20:10:00,2018-01-21 09:00:00,2018-01-20 23:55:00,1210,1435,242,287
PK388,2018-01-20 00:00:00,20:15:00,NV6551,D,319,2018-01-20 00:00:00,21:05:00,*****,D,UTO,***,0,2018-01-20 20:15:00,2018-01-20 21:05:00,0,1,0,1,2018-01-20 20:15:00,2018-01-20 21:50:00,2018-01-20 21:50:00,1215,1310,243,262
PK389,2018-01-20 00:00:00,20:15:00,NV6725,D,320,2018-01-21 00:00:00, 8:20,NV6724,D,ISC,ISC,0,2018-01-20 20:15:00,2018-01-21 08:20:00,0,1,0,1,2018-01-20 20:15:00,2018-01-21 09:05:00,2018-01-20 23:55:00,1215,1435,243,287
PK390,2018-01-20 00:00:00,20:20:00,NV6549,D,319,2018-01-21 00:00:00, 8:25,NV6548,D,OBP,OBP,0,2018-01-20 20:20:00,2018-01-21 08:25:00,0,1,0,1,2018-01-20 20:20:00,2018-01-21 09:10:00,2018-01-20 23:55:00,1220,1435,244,287
PK391,2018-01-20 00:00:00,20:25:00,NV317,I,320,2018-01-21 00:00:00, 0:15,NV6134,I,DOY,DFC,0,2018-01-20 20:25:00,2018-01-21 00:15:00,1,0,1,0,2018-01-20 20:25:00,2018-01-21 01:00:00,2018-01-20 23:55:00,1225,1435,245,287
PK392,2018-01-20 00:00:00,20:25:00,NV3278,D,325,2018-01-21 00:00:00, 6:40,NV3446,D,YJZ,YJZ,0,2018-01-20 20:25:00,2018-01-21 06:40:00,0,1,0,1,2018-01-20 20:25:00,2018-01-21 07:25:00,2018-01-20 23:55:00,1225,1435,245,287
PK393,2018-01-20 00:00:00,20:30:00,NV6117,I,325,2018-01-21 00:00:00,9:00:00,NV6230,D,UQF,QFL,0,2018-01-20 20:30:00,2018-01-21 09:00:00,1,0,0,1,2018-01-20 20:30:00,2018-01-21 09:45:00,2018-01-20 23:55:00,1230,1435,246,287
PK394,2018-01-20 00:00:00,20:30:00,NV6578,D,325,2018-01-21 00:00:00,9:00:00,NV6532,D,TZY,DLH,0,2018-01-20 20:30:00,2018-01-21 09:00:00,0,1,0,1,2018-01-20 20:30:00,2018-01-21 09:45:00,2018-01-20 23:55:00,1230,1435,246,287
PK395,2018-01-20 00:00:00,20:30:00,NV6772,D,325,2018-01-20 00:00:00,22:05:00,NV6772,D,GPD,EMD,0,2018-01-20 20:30:00,2018-01-20 22:05:00,0,1,0,1,2018-01-20 20:30:00,2018-01-20 22:50:00,2018-01-20 22:50:00,1230,1370,246,274
PK396,2018-01-20 00:00:00,20:40:00,*****,D,319,2018-01-20 00:00:00,21:30:00,NV6478,D,***,DTY,0,2018-01-20 20:40:00,2018-01-20 21:30:00,0,1,0,1,2018-01-20 20:40:00,2018-01-20 22:15:00,2018-01-20 22:15:00,1240,1335,248,267
PK397,2018-01-20 00:00:00,21:00:00,NV6495,D,320,2018-01-21 00:00:00,8:00:00,NV6154,I,AZJ,QVT,0,2018-01-20 21:00:00,2018-01-21 08:00:00,0,1,1,0,2018-01-20 21:00:00,2018-01-21 08:45:00,2018-01-20 23:55:00,1260,1435,252,287
PK398,2018-01-20 00:00:00,21:00:00,NV6633,D,320,2018-01-20 00:00:00,22:10:00,NV6632,D,UBP,UBP,0,2018-01-20 21:00:00,2018-01-20 22:10:00,0,1,0,1,2018-01-20 21:00:00,2018-01-20 22:55:00,2018-01-20 22:55:00,1260,1375,252,275
PK399,2018-01-20 00:00:00,21:00:00,NV6811,D,320,2018-01-20 00:00:00,22:20:00,NV6811,D,VSD,OHC,0,2018-01-20 21:00:00,2018-01-20 22:20:00,0,1,0,1,2018-01-20 21:00:00,2018-01-20 23:05:00,2018-01-20 23:05:00,1260,1385,252,277
PK400,2018-01-20 00:00:00,21:05:00,NV651,I,33H,2018-01-21 00:00:00,12:25:00,NV670,I,IOE,DEH,1,2018-01-20 21:05:00,2018-01-21 12:25:00,1,0,1,0,2018-01-20 21:05:00,2018-01-21 13:10:00,2018-01-20 23:55:00,1265,1435,253,287
PK401,2018-01-20 00:00:00,21:05:00,NV6642,D,320,2018-01-20 00:00:00,22:20:00,NV6642,D,TIF,LIO,0,2018-01-20 21:05:00,2018-01-20 22:20:00,0,1,0,1,2018-01-20 21:05:00,2018-01-20 23:05:00,2018-01-20 23:05:00,1265,1385,253,277
PK402,2018-01-20 00:00:00,21:10:00,NV6643,D,320,2018-01-20 00:00:00,22:00:00,NV392,I,LIO,THO,0,2018-01-20 21:10:00,2018-01-20 22:00:00,0,1,1,0,2018-01-20 21:10:00,2018-01-20 22:45:00,2018-01-20 22:45:00,1270,1365,254,273
PK403,2018-01-20 00:00:00,21:15:00,GN0409,D,738,2018-01-20 00:00:00,22:40:00,GN0368,D,DTY,YNO,0,2018-01-20 21:15:00,2018-01-20 22:40:00,0,1,0,1,2018-01-20 21:15:00,2018-01-20 23:25:00,2018-01-20 23:25:00,1275,1405,255,281
PK404,2018-01-20 00:00:00,21:15:00,GN933,I,738,2018-01-21 00:00:00, 6:40,GN0480,D,LJY,LXM,0,2018-01-20 21:15:00,2018-01-21 06:40:00,1,0,0,1,2018-01-20 21:15:00,2018-01-21 07:25:00,2018-01-20 23:55:00,1275,1435,255,287
PK405,2018-01-20 00:00:00,21:15:00,NV6505,D,319,2018-01-21 00:00:00, 9:30,NV668,I,DLH,LNR,0,2018-01-20 21:15:00,2018-01-21 09:30:00,0,1,1,0,2018-01-20 21:15:00,2018-01-21 10:15:00,2018-01-20 23:55:00,1275,1435,255,287
PK406,2018-01-20 00:00:00,21:20:00,GN0629,D,738,2018-01-20 00:00:00,22:20:00,GN0620,D,XOA,XOA,0,2018-01-20 21:20:00,2018-01-20 22:20:00,0,1,0,1,2018-01-20 21:20:00,2018-01-20 23:05:00,2018-01-20 23:05:00,1280,1385,256,277
PK407,2018-01-20 00:00:00,21:20:00,NV6653,D,320,2018-01-20 00:00:00,22:30:00,NV6652,D,UOB,UOB,0,2018-01-20 21:20:00,2018-01-20 22:30:00,0,1,0,1,2018-01-20 21:20:00,2018-01-20 23:15:00,2018-01-20 23:15:00,1280,1395,256,279
PK408,2018-01-20 00:00:00,21:20:00,NV6699,D,321,2018-01-21 00:00:00, 8:55,NV6616,D,GPD,GPD,0,2018-01-20 21:20:00,2018-01-21 08:55:00,0,1,0,1,2018-01-20 21:20:00,2018-01-21 09:40:00,2018-01-20 23:55:00,1280,1435,256,287
PK409,2018-01-20 00:00:00,21:30:00,GN997,I,73H,2018-01-20 00:00:00,22:30:00,GN952,I,LVM,CLL,0,2018-01-20 21:30:00,2018-01-20 22:30:00,1,0,1,0,2018-01-20 21:30:00,2018-01-20 23:15:00,2018-01-20 23:15:00,1290,1395,258,279
PK410,2018-01-20 00:00:00,21:30:00,NV6733,D,320,2018-01-21 00:00:00, 6:40,NV6748,D,EMD,IEH,0,2018-01-20 21:30:00,2018-01-21 06:40:00,0,1,0,1,2018-01-20 21:30:00,2018-01-21 07:25:00,2018-01-20 23:55:00,1290,1435,258,287
PK411,2018-01-20 00:00:00,21:30:00,NV679,I,33E,2018-01-21 00:00:00, 9:20,NV678,I,TJO,TJO,1,2018-01-20 21:30:00,2018-01-21 09:20:00,1,0,1,0,2018-01-20 21:30:00,2018-01-21 10:05:00,2018-01-20 23:55:00,1290,1435,258,287
PK412,2018-01-20 00:00:00,21:40:00,NV6241,D,323,2018-01-21 00:00:00,9:05:00,NV6446,D,QFL,TAY,0,2018-01-20 21:40:00,2018-01-21 09:05:00,0,1,0,1,2018-01-20 21:40:00,2018-01-21 09:50:00,2018-01-20 23:55:00,1300,1435,260,287
PK413,2018-01-20 00:00:00,21:45:00,GN0455,D,738,2018-01-20 00:00:00,22:45:00,GN933,D,EZH,DHP,0,2018-01-20 21:45:00,2018-01-20 22:45:00,0,1,0,1,2018-01-20 21:45:00,2018-01-20 23:30:00,2018-01-20 23:30:00,1305,1410,261,282
PK414,2018-01-20 00:00:00,21:45:00,NV6737,D,320,2018-01-20 00:00:00,22:50:00,NV3993,D,EMD,OLH,0,2018-01-20 21:45:00,2018-01-20 22:50:00,0,1,0,1,2018-01-20 21:45:00,2018-01-20 23:35:00,2018-01-20 23:35:00,1305,1415,261,283
PK415,2018-01-20 00:00:00,21:50:00,NV6319,D,73E,2018-01-20 00:00:00,22:50:00,NV3652,D,MAI,DBO,0,2018-01-20 21:50:00,2018-01-20 22:50:00,0,1,0,1,2018-01-20 21:50:00,2018-01-20 23:35:00,2018-01-20 23:35:00,1310,1415,262,283
PK416,2018-01-20 00:00:00,22:00:00,GN0257,D,73E,2018-01-21 00:00:00,8:00:00,GN0522,D,ZDV,NJH,0,2018-01-20 22:00:00,2018-01-21 08:00:00,0,1,0,1,2018-01-20 22:00:00,2018-01-21 08:45:00,2018-01-20 23:55:00,1320,1435,264,287
PK417,2018-01-20 00:00:00,22:00:00,GN0541,D,738,2018-01-21 00:00:00, 8:30,GN0678,D,IOZ,DHP,0,2018-01-20 22:00:00,2018-01-21 08:30:00,0,1,0,1,2018-01-20 22:00:00,2018-01-21 09:15:00,2018-01-20 23:55:00,1320,1435,264,287
PK418,2018-01-20 00:00:00,22:00:00,NV6405,D,320,2018-01-21 00:00:00, 8:30,NV6636,D,DHP,ZOU,0,2018-01-20 22:00:00,2018-01-21 08:30:00,0,1,0,1,2018-01-20 22:00:00,2018-01-21 09:15:00,2018-01-20 23:55:00,1320,1435,264,287
PK419,2018-01-20 00:00:00,22:05:00,GN0489,D,73E,2018-01-21 00:00:00, 7:30,GN0282,D,LXM,ISC,0,2018-01-20 22:05:00,2018-01-21 07:30:00,0,1,0,1,2018-01-20 22:05:00,2018-01-21 08:15:00,2018-01-20 23:55:00,1325,1435,265,287
PK420,2018-01-20 00:00:00,22:05:00,NV3270,D,321,2018-01-21 00:00:00,12:40:00,NV3118,I,YJZ,NGN,0,2018-01-20 22:05:00,2018-01-21 12:40:00,0,1,1,0,2018-01-20 22:05:00,2018-01-21 13:25:00,2018-01-20 23:55:00,1325,1435,265,287
PK421,2018-01-20 00:00:00,22:10:00,GN945,I,73H,2018-01-21 00:00:00, 9:20,GN996,I,CLL,LVM,0,2018-01-20 22:10:00,2018-01-21 09:20:00,1,0,1,0,2018-01-20 22:10:00,2018-01-21 10:05:00,2018-01-20 23:55:00,1330,1435,266,287
PK422,2018-01-20 00:00:00,22:25:00,GN0645,D,73L,2018-01-20 00:00:00,23:15:00,*****,D,YNO,***,0,2018-01-20 22:25:00,2018-01-20 23:15:00,0,1,0,1,2018-01-20 22:25:00,2018-01-21 00:00:00,2018-01-20 23:55:00,1345,1435,269,287
PK423,2018-01-20 00:00:00,22:30:00,GN0291,D,325,2018-01-21 00:00:00, 8:45,GN0496,D,DHR,OOH,0,2018-01-20 22:30:00,2018-01-21 08:45:00,0,1,0,1,2018-01-20 22:30:00,2018-01-21 09:30:00,2018-01-20 23:55:00,1350,1435,270,287
PK424,2018-01-20 00:00:00,22:30:00,GN0639,D,73H,2018-01-21 00:00:00, 7:35,GN0234,D,DBO,UWT,0,2018-01-20 22:30:00,2018-01-21 07:35:00,0,1,0,1,2018-01-20 22:30:00,2018-01-21 08:20:00,2018-01-20 23:55:00,1350,1435,270,287
PK425,2018-01-20 00:00:00,22:30:00,NV6769,D,320,2018-01-21 00:00:00, 6:55,NV6252,D,IEH,MMW,0,2018-01-20 22:30:00,2018-01-21 06:55:00,0,1,0,1,2018-01-20 22:30:00,2018-01-21 07:40:00,2018-01-20 23:55:00,1350,1435,270,287
PK426,2018-01-20 00:00:00,22:45:00,NV0747,D,323,2018-01-21 00:00:00,9:05:00,NV336,I,LXM,LJY,0,2018-01-20 22:45:00,2018-01-21 09:05:00,0,1,1,0,2018-01-20 22:45:00,2018-01-21 09:50:00,2018-01-20 23:55:00,1365,1435,273,287
PK427,2018-01-20 00:00:00,22:50:00,NV617,I,320,2018-01-21 00:00:00,17:20:00,NV3273,D,ILH,YJZ,0,2018-01-20 22:50:00,2018-01-21 17:20:00,1,0,0,1,2018-01-20 22:50:00,2018-01-21 18:05:00,2018-01-20 23:55:00,1370,1435,274,287
PK428,2018-01-20 00:00:00,22:50:00,NV6379,D,319,2018-01-21 00:00:00, 9:55,NV6202,D,ZCQ,ZDV,0,2018-01-20 22:50:00,2018-01-21 09:55:00,0,1,0,1,2018-01-20 22:50:00,2018-01-21 10:40:00,2018-01-20 23:55:00,1370,1435,274,287
PK429,2018-01-20 00:00:00,22:55:00,NV6615,D,319,2018-01-21 00:00:00, 7:45,NV3615,D,HZT,XVI,0,2018-01-20 22:55:00,2018-01-21 07:45:00,0,1,0,1,2018-01-20 22:55:00,2018-01-21 08:30:00,2018-01-20 23:55:00,1375,1435,275,287
PK430,2018-01-20 00:00:00,23:00:00,NV6557,D,73E,2018-01-21 00:00:00, 6:55,NV3286,D,LXF,ARA,0,2018-01-20 23:00:00,2018-01-21 06:55:00,0,1,0,1,2018-01-20 23:00:00,2018-01-21 07:40:00,2018-01-20 23:55:00,1380,1435,276,287
PK431,2018-01-20 00:00:00,23:10:00,GN0285,D,738,2018-01-21 00:00:00,10:25:00,GN0628,D,KOH,XOA,0,2018-01-20 23:10:00,2018-01-21 10:25:00,0,1,0,1,2018-01-20 23:10:00,2018-01-21 11:10:00,2018-01-20 23:55:00,1390,1435,278,287
PK432,2018-01-20 00:00:00,23:10:00,NV3464,D,320,2018-01-21 00:00:00, 8:35,NV612,I,MIX,ILH,0,2018-01-20 23:10:00,2018-01-21 08:35:00,0,1,1,0,2018-01-20 23:10:00,2018-01-21 09:20:00,2018-01-20 23:55:00,1390,1435,278,287
PK433,2018-01-20 00:00:00,23:15:00,GN0363,D,73E,2018-01-21 00:00:00,9:00:00,GN0414,D,IBL,DBO,0,2018-01-20 23:15:00,2018-01-21 09:00:00,0,1,0,1,2018-01-20 23:15:00,2018-01-21 09:45:00,2018-01-20 23:55:00,1395,1435,279,287
PK434,2018-01-20 00:00:00,23:20:00,NV3447,D,323,2018-01-21 00:00:00,10:15:00,NV6160,I,YJZ,DKV,0,2018-01-20 23:20:00,2018-01-21 10:15:00,0,1,1,0,2018-01-20 23:20:00,2018-01-21 11:00:00,2018-01-20 23:55:00,1400,1435,280,287
PK435,2018-01-20 00:00:00,23:25:00,GN0447,D,738,2018-01-21 00:00:00, 8:50,GN0456,D,MGR,DHP,0,2018-01-20 23:25:00,2018-01-21 08:50:00,0,1,0,1,2018-01-20 23:25:00,2018-01-21 09:35:00,2018-01-20 23:55:00,1405,1435,281,287
PK436,2018-01-20 00:00:00,23:25:00,NV6471,D,323,2018-01-21 00:00:00,10:20:00,NV6172,I,TAY,JDO,0,2018-01-20 23:25:00,2018-01-21 10:20:00,0,1,1,0,2018-01-20 23:25:00,2018-01-21 11:05:00,2018-01-20 23:55:00,1405,1435,281,287
PK437,2018-01-20 00:00:00,23:30:00,NV3195,D,319,2018-01-21 00:00:00,9:05:00,NV6514,D,UTO,DUV,0,2018-01-20 23:30:00,2018-01-21 09:05:00,0,1,0,1,2018-01-20 23:30:00,2018-01-21 09:50:00,2018-01-20 23:55:00,1410,1435,282,287
PK438,2018-01-20 00:00:00,23:40:00,GN0643,D,73E,2018-01-21 00:00:00,9:00:00,GN0478,D,IBL,TIF,0,2018-01-20 23:40:00,2018-01-21 09:00:00,0,1,0,1,2018-01-20 23:40:00,2018-01-21 09:45:00,2018-01-20 23:55:00,1420,1435,284,287
PK439,2018-01-20 00:00:00,23:50:00,GN0247,D,73A,2018-01-21 00:00:00,9:05:00,GN0572,D,CBW,XYO,0,2018-01-20 23:50:00,2018-01-21 09:05:00,0,1,0,1,2018-01-20 23:50:00,2018-01-21 09:50:00,2018-01-20 23:55:00,1430,1435,286,287
PK440,2018-01-20 00:00:00,23:55:00,GN0405,D,73E,2018-01-21 00:00:00, 9:25,GN0548,D,ETO,CBW,0,2018-01-20 23:55:00,2018-01-21 09:25:00,0,1,0,1,2018-01-20 23:55:00,2018-01-21 10:10:00,2018-01-20 23:55:00,1435,1435,287,287
PK441,2018-01-20 00:00:00, 0:10,GN0349,D,73E,2018-01-20 00:00:00,15:50:00,GN0488,D,TZY,LXM,0,2018-01-20 00:10:00,2018-01-20 15:50:00,0,1,0,1,2018-01-20 00:10:00,2018-01-20 16:35:00,2018-01-20 16:35:00,10,995,2,199
PK442,2018-01-20 00:00:00, 0:15,GN0401,D,738,2018-01-20 00:00:00, 8:30,GN0678,D,DHP,DHP,0,2018-01-20 00:15:00,2018-01-20 08:30:00,0,1,0,1,2018-01-20 00:15:00,2018-01-20 09:15:00,2018-01-20 09:15:00,15,555,3,111
PK443,2018-01-20 00:00:00, 0:15,NV6723,D,323,2018-01-20 00:00:00, 7:50,NV6708,D,EMD,DHR,0,2018-01-20 00:15:00,2018-01-20 07:50:00,0,1,0,1,2018-01-20 00:15:00,2018-01-20 08:35:00,2018-01-20 08:35:00,15,515,3,103
PK444,2018-01-20 00:00:00, 0:20,GN967,I,738,2018-01-20 00:00:00, 8:50,GN0456,D,CLL,DHP,0,2018-01-20 00:20:00,2018-01-20 08:50:00,1,0,0,1,2018-01-20 00:20:00,2018-01-20 09:35:00,2018-01-20 09:35:00,20,575,4,115
PK445,2018-01-20 00:00:00, 0:25,NV6589,D,33H,2018-01-20 00:00:00,12:25:00,NV810,I,LNH,NBE,1,2018-01-20 00:25:00,2018-01-20 12:25:00,0,1,1,0,2018-01-20 00:25:00,2018-01-20 13:10:00,2018-01-20 13:10:00,25,790,5,158
PK446,2018-01-20 00:00:00,0:05:00,GN0657,D,738,2018-01-20 00:00:00, 8:10,GN0454,D,XVU,EZH,0,2018-01-20 00:05:00,2018-01-20 08:10:00,0,1,0,1,2018-01-20 00:05:00,2018-01-20 08:55:00,2018-01-20 08:55:00,5,535,1,107
PK447,2018-01-20 00:00:00, 1:30,NV6487,D,319,2018-01-20 00:00:00, 6:55,NV3615,D,EZH,XVI,0,2018-01-20 01:30:00,2018-01-20 06:55:00,0,1,0,1,2018-01-20 01:30:00,2018-01-20 07:40:00,2018-01-20 07:40:00,90,460,18,92
PK448,2018-01-20 00:00:00, 1:35,GN0453,D,738,2018-01-20 00:00:00, 9:15,GN0630,D,EZH,XOA,0,2018-01-20 01:35:00,2018-01-20 09:15:00,0,1,0,1,2018-01-20 01:35:00,2018-01-20 10:00:00,2018-01-20 10:00:00,95,600,19,120
PK449,2018-01-20 00:00:00, 4:10,NV677,I,33L,2018-01-20 00:00:00, 7:55,NV380,I,TJO,DUT,1,2018-01-20 04:10:00,2018-01-20 07:55:00,1,0,1,0,2018-01-20 04:10:00,2018-01-20 08:40:00,2018-01-20 08:40:00,250,520,50,104
PK450,2018-01-20 00:00:00, 4:25,NV625,I,325,2018-01-20 00:00:00, 9:15,NV6152,I,SFQ,JDO,0,2018-01-20 04:25:00,2018-01-20 09:15:00,1,0,1,0,2018-01-20 04:25:00,2018-01-20 10:00:00,2018-01-20 10:00:00,265,600,53,120
PK451,2018-01-20 00:00:00, 4:40,GN947,I,738,2018-01-20 00:00:00,10:15:00,GN0464,D,IOE,XFI,0,2018-01-20 04:40:00,2018-01-20 10:15:00,1,0,0,1,2018-01-20 04:40:00,2018-01-20 11:00:00,2018-01-20 11:00:00,280,660,56,132
PK452,2018-01-20 00:00:00, 4:55,NV675,I,33L,2018-01-20 00:00:00, 6:55,NV675,D,EFM,QFL,1,2018-01-20 04:55:00,2018-01-20 06:55:00,1,0,0,1,2018-01-20 04:55:00,2018-01-20 07:40:00,2018-01-20 07:40:00,295,460,59,92
PK453,2018-01-20 00:00:00,5:00:00,NV847,I,773,2018-01-20 00:00:00,13:20:00,NV694,I,TZE,MBY,1,2018-01-20 05:00:00,2018-01-20 13:20:00,1,0,1,0,2018-01-20 05:00:00,2018-01-20 14:05:00,2018-01-20 14:05:00,300,845,60,169
PK454,2018-01-20 00:00:00, 5:15,NV309,I,773,2018-01-20 00:00:00, 9:10,NV634,I,KGL,OSU,1,2018-01-20 05:15:00,2018-01-20 09:10:00,1,0,1,0,2018-01-20 05:15:00,2018-01-20 09:55:00,2018-01-20 09:55:00,315,595,63,119
PK455,2018-01-20 00:00:00, 5:20,NV871,I,325,2018-01-20 00:00:00, 9:25,NV812,I,QOI,ILH,0,2018-01-20 05:20:00,2018-01-20 09:25:00,1,0,1,0,2018-01-20 05:20:00,2018-01-20 10:10:00,2018-01-20 10:10:00,320,610,64,122
PK456,2018-01-20 00:00:00, 5:35,NV347,I,33L,2018-01-20 00:00:00,12:10:00,NV346,I,NMF,NMF,1,2018-01-20 05:35:00,2018-01-20 12:10:00,1,0,1,0,2018-01-20 05:35:00,2018-01-20 12:55:00,2018-01-20 12:55:00,335,775,67,155
PK457,2018-01-20 00:00:00, 5:40,NV655,I,332,2018-01-21 00:00:00,12:10:00,NV6118,I,TJO,UQF,1,2018-01-20 05:40:00,2018-01-21 12:10:00,1,0,1,0,2018-01-20 05:40:00,2018-01-21 12:55:00,2018-01-20 23:55:00,340,1435,68,287
PK458,2018-01-20 00:00:00, 5:45,NV891,I,773,2018-01-21 00:00:00, 0:55,NV880,I,BLM,BLM,1,2018-01-20 05:45:00,2018-01-21 00:55:00,1,0,1,0,2018-01-20 05:45:00,2018-01-21 01:40:00,2018-01-20 23:55:00,345,1435,69,287
PK459,2018-01-20 00:00:00, 5:55,GN979,I,73H,2018-01-20 00:00:00, 7:10,GN0290,D,CLJ,KOA,0,2018-01-20 05:55:00,2018-01-20 07:10:00,1,0,0,1,2018-01-20 05:55:00,2018-01-20 07:55:00,2018-01-20 07:55:00,355,475,71,95
PK460,2018-01-20 00:00:00, 5:55,NV343,I,33E,2018-01-20 00:00:00,12:15:00,NV6118,I,DNC,UQF,1,2018-01-20 05:55:00,2018-01-20 12:15:00,1,0,1,0,2018-01-20 05:55:00,2018-01-20 13:00:00,2018-01-20 13:00:00,355,780,71,156
PK461,2018-01-20 00:00:00, 5:55,NV851,I,773,2018-01-20 00:00:00,11:40:00,NV828,I,NFM,PSE,1,2018-01-20 05:55:00,2018-01-20 11:40:00,1,0,1,0,2018-01-20 05:55:00,2018-01-20 12:25:00,2018-01-20 12:25:00,355,745,71,149
PK462,2018-01-20 00:00:00,6:00:00,GN977,I,738,2018-01-20 00:00:00,10:25:00,GN0628,D,LCW,XOA,0,2018-01-20 06:00:00,2018-01-20 10:25:00,1,0,0,1,2018-01-20 06:00:00,2018-01-20 11:10:00,2018-01-20 11:10:00,360,670,72,134
PK463,2018-01-20 00:00:00, 6:25,NV6181,I,332,2018-01-20 00:00:00,14:35:00,NV676,I,DHL,TJO,1,2018-01-20 06:25:00,2018-01-20 14:35:00,1,0,1,0,2018-01-20 06:25:00,2018-01-20 15:20:00,2018-01-20 15:20:00,385,920,77,184
PK464,2018-01-20 00:00:00, 6:25,NV689,I,773,2018-01-20 00:00:00,12:05:00,NV318,I,MBY,ZZA,1,2018-01-20 06:25:00,2018-01-20 12:05:00,1,0,1,0,2018-01-20 06:25:00,2018-01-20 12:50:00,2018-01-20 12:50:00,385,770,77,154
PK465,2018-01-20 00:00:00, 6:30,GN943,I,73H,2018-01-20 00:00:00, 9:20,GN996,I,ILU,LVM,0,2018-01-20 06:30:00,2018-01-20 09:20:00,1,0,1,0,2018-01-20 06:30:00,2018-01-20 10:05:00,2018-01-20 10:05:00,390,605,78,121
PK466,2018-01-20 00:00:00, 6:55,NV883,I,33H,2018-01-20 00:00:00,13:00:00,NV640,I,BNT,IOE,1,2018-01-20 06:55:00,2018-01-20 13:00:00,1,0,1,0,2018-01-20 06:55:00,2018-01-20 13:45:00,2018-01-20 13:45:00,415,825,83,165
PK467,2018-01-20 00:00:00,7:00:00,NV6157,I,320,2018-01-20 00:00:00, 8:30,NV6762,D,DSL,ZOK,0,2018-01-20 07:00:00,2018-01-20 08:30:00,1,0,0,1,2018-01-20 07:00:00,2018-01-20 09:15:00,2018-01-20 09:15:00,420,555,84,111
PK468,2018-01-20 00:00:00,7:00:00,NV665,I,773,2018-01-20 00:00:00,12:25:00,NV670,I,DEH,DEH,1,2018-01-20 07:00:00,2018-01-20 12:25:00,1,0,1,0,2018-01-20 07:00:00,2018-01-20 13:10:00,2018-01-20 13:10:00,420,790,84,158
PK469,2018-01-20 00:00:00, 7:15,GN969,I,73H,2018-01-20 00:00:00,12:00:00,GN0492,D,ILU,LXM,0,2018-01-20 07:15:00,2018-01-20 12:00:00,1,0,0,1,2018-01-20 07:15:00,2018-01-20 12:45:00,2018-01-20 12:45:00,435,765,87,153
PK470,2018-01-20 00:00:00, 7:20,GN973,I,73H,2018-01-20 00:00:00, 8:35,GN940,I,LVM,CLL,0,2018-01-20 07:20:00,2018-01-20 08:35:00,1,0,1,0,2018-01-20 07:20:00,2018-01-20 09:20:00,2018-01-20 09:20:00,440,560,88,112
PK471,2018-01-20 00:00:00, 7:20,NV659,I,33L,2018-01-20 00:00:00,17:20:00,NV682,I,CLL,IOM,1,2018-01-20 07:20:00,2018-01-20 17:20:00,1,0,1,0,2018-01-20 07:20:00,2018-01-20 18:05:00,2018-01-20 18:05:00,440,1085,88,217
PK472,2018-01-20 00:00:00,7:05:00,NV393,I,320,2018-01-20 00:00:00, 9:30,NV6576,D,THO,LIO,0,2018-01-20 07:05:00,2018-01-20 09:30:00,1,0,0,1,2018-01-20 07:05:00,2018-01-20 10:15:00,2018-01-20 10:15:00,425,615,85,123
PK473,2018-01-20 00:00:00, 7:55,NV6700,D,320,2018-01-20 00:00:00, 9:30,NV6700,D,OHC,VSD,0,2018-01-20 07:55:00,2018-01-20 09:30:00,0,1,0,1,2018-01-20 07:55:00,2018-01-20 10:15:00,2018-01-20 10:15:00,475,615,95,123
