"到达
航班","出发
航班",到达类型,出发类型,到达转场号,出发转场号,乘客数,E_mn,A_I,A_D,O_I,O_D,到达时刻,出发时刻,conn_gap_min,transfer_time_max,transfer_time_min
NV6199,NV6652,I,D,PK372,PK407,2,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 22:30:00,180.0,81.0,55.0
NV621,NV6652,I,D,PK386,PK407,4,0.0,1,0,0,1,2018-01-20 20:10:00,2018-01-20 22:30:00,140.0,81.0,55.0
NV317,NV6652,I,D,PK391,PK407,2,0.0,1,0,0,1,2018-01-20 20:25:00,2018-01-20 22:30:00,125.0,81.0,55.0
NV6117,NV6632,I,D,PK393,PK398,1,0.0,1,0,0,1,2018-01-20 20:30:00,2018-01-20 22:10:00,100.0,81.0,55.0
NV3119,NV6632,I,D,PK368,PK398,18,0.0,1,0,0,1,2018-01-20 19:15:00,2018-01-20 22:10:00,175.0,81.0,55.0
NV849,NV6632,I,D,PK377,PK398,2,0.0,1,0,0,1,2018-01-20 19:40:00,2018-01-20 22:10:00,150.0,81.0,55.0
NV827,NV6632,I,D,PK382,PK398,1,0.0,1,0,0,1,2018-01-20 20:00:00,2018-01-20 22:10:00,130.0,81.0,55.0
NV621,NV6632,I,D,PK386,PK398,6,0.0,1,0,0,1,2018-01-20 20:10:00,2018-01-20 22:10:00,120.0,81.0,55.0
NV6714,NV6632,D,D,PK369,PK398,5,0.0,0,1,0,1,2018-01-20 19:15:00,2018-01-20 22:10:00,175.0,53.0,35.0
NV6317,NV6632,D,D,PK387,PK398,1,0.0,0,1,0,1,2018-01-20 20:10:00,2018-01-20 22:10:00,120.0,53.0,35.0
NV6117,NV3993,I,D,PK393,PK414,1,0.0,1,0,0,1,2018-01-20 20:30:00,2018-01-20 22:50:00,140.0,81.0,55.0
NV673,NV3993,I,D,PK373,PK414,1,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 22:50:00,200.0,81.0,55.0
NV633,NV3993,I,D,PK375,PK414,2,0.0,1,0,0,1,2018-01-20 19:35:00,2018-01-20 22:50:00,195.0,81.0,55.0
NV615,NV6720,I,D,PK354,PK346,20,0.0,1,0,0,1,2018-01-20 18:25:00,2018-01-20 20:55:00,150.0,81.0,55.0
NV6301,NV6720,D,D,PK346,PK346,2,1.0,0,1,0,1,2018-01-20 17:40:00,2018-01-20 20:55:00,195.0,53.0,35.0
NV619,NV6720,I,D,PK344,PK346,1,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 20:55:00,205.0,81.0,55.0
NV6119,NV6720,I,D,PK340,PK346,4,0.0,1,0,0,1,2018-01-20 17:10:00,2018-01-20 20:55:00,225.0,81.0,55.0
NV6714,NV6720,D,D,PK369,PK346,3,0.0,0,1,0,1,2018-01-20 19:15:00,2018-01-20 20:55:00,100.0,53.0,35.0
NV615,NV688,I,I,PK354,PK347,7,0.0,1,0,1,0,2018-01-20 18:25:00,2018-01-20 21:00:00,155.0,53.0,40.0
NV6145,NV688,I,I,PK343,PK347,4,0.0,1,0,1,0,2018-01-20 17:30:00,2018-01-20 21:00:00,210.0,53.0,40.0
NV3260,NV688,D,I,PK326,PK347,6,0.0,0,1,1,0,2018-01-20 16:15:00,2018-01-20 21:00:00,285.0,73.0,55.0
NV619,NV688,I,I,PK344,PK347,2,0.0,1,0,1,0,2018-01-20 17:30:00,2018-01-20 21:00:00,210.0,53.0,40.0
NV6119,NV688,I,I,PK340,PK347,3,0.0,1,0,1,0,2018-01-20 17:10:00,2018-01-20 21:00:00,230.0,53.0,40.0
NV3702,NV688,D,I,PK330,PK347,1,0.0,0,1,1,0,2018-01-20 16:30:00,2018-01-20 21:00:00,270.0,73.0,55.0
NV6714,NV688,D,I,PK369,PK347,1,0.0,0,1,1,0,2018-01-20 19:15:00,2018-01-20 21:00:00,105.0,73.0,55.0
NV831,NV688,I,I,PK353,PK347,1,0.0,1,0,1,0,2018-01-20 18:20:00,2018-01-20 21:00:00,160.0,53.0,40.0
NV6739,NV688,D,I,PK357,PK347,2,0.0,0,1,1,0,2018-01-20 18:35:00,2018-01-20 21:00:00,145.0,73.0,55.0
NV859,NV688,I,I,PK366,PK347,3,0.0,1,0,1,0,2018-01-20 18:55:00,2018-01-20 21:00:00,125.0,53.0,40.0
NV399,NV688,I,I,PK359,PK347,3,0.0,1,0,1,0,2018-01-20 18:45:00,2018-01-20 21:00:00,135.0,53.0,40.0
NV3622,NV688,D,I,PK362,PK347,1,0.0,0,1,1,0,2018-01-20 18:50:00,2018-01-20 21:00:00,130.0,73.0,55.0
NV337,NV688,I,I,PK371,PK347,1,0.0,1,0,1,0,2018-01-20 19:20:00,2018-01-20 21:00:00,100.0,53.0,40.0
NV6525,NV688,D,I,PK356,PK347,1,0.0,0,1,1,0,2018-01-20 18:30:00,2018-01-20 21:00:00,150.0,73.0,55.0
NV615,NV6325,I,D,PK354,PK380,2,0.0,1,0,0,1,2018-01-20 18:25:00,2018-01-20 21:00:00,155.0,81.0,55.0
NV3119,NV6325,I,D,PK368,PK380,1,0.0,1,0,0,1,2018-01-20 19:15:00,2018-01-20 21:00:00,105.0,81.0,55.0
NV673,NV6325,I,D,PK373,PK380,2,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 21:00:00,90.0,81.0,55.0
NV6145,NV6325,I,D,PK343,PK380,1,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 21:00:00,210.0,81.0,55.0
NV6301,NV6325,D,D,PK346,PK380,1,0.0,0,1,0,1,2018-01-20 17:40:00,2018-01-20 21:00:00,200.0,53.0,35.0
NV6119,NV6325,I,D,PK340,PK380,1,0.0,1,0,0,1,2018-01-20 17:10:00,2018-01-20 21:00:00,230.0,81.0,55.0
NV6714,NV6325,D,D,PK369,PK380,1,0.0,0,1,0,1,2018-01-20 19:15:00,2018-01-20 21:00:00,105.0,53.0,35.0
NV831,NV6325,I,D,PK353,PK380,1,0.0,1,0,0,1,2018-01-20 18:20:00,2018-01-20 21:00:00,160.0,81.0,55.0
NV615,NV6578,I,D,PK354,PK480,1,0.0,1,0,0,1,2018-01-20 18:25:00,2018-01-20 21:35:00,190.0,81.0,55.0
NV3119,NV6578,I,D,PK368,PK480,1,0.0,1,0,0,1,2018-01-20 19:15:00,2018-01-20 21:35:00,140.0,81.0,55.0
NV673,NV6578,I,D,PK373,PK480,8,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 21:35:00,125.0,81.0,55.0
NV827,NV6578,I,D,PK382,PK480,1,0.0,1,0,0,1,2018-01-20 20:00:00,2018-01-20 21:35:00,95.0,81.0,55.0
NV6199,NV6578,I,D,PK372,PK480,1,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 21:35:00,125.0,81.0,55.0
NV831,NV6578,I,D,PK353,PK480,1,0.0,1,0,0,1,2018-01-20 18:20:00,2018-01-20 21:35:00,195.0,81.0,55.0
NV3131,NV6578,I,D,PK351,PK480,1,0.0,1,0,0,1,2018-01-20 18:15:00,2018-01-20 21:35:00,200.0,81.0,55.0
NV6241,NV880,D,I,PK412,PK458,20,0.0,0,1,1,0,2018-01-20 21:40:00,2018-01-21 00:55:00,195.0,73.0,55.0
NV6699,NV880,D,I,PK408,PK458,1,0.0,0,1,1,0,2018-01-20 21:20:00,2018-01-21 00:55:00,215.0,73.0,55.0
NV6633,NV880,D,I,PK398,PK458,10,0.0,0,1,1,0,2018-01-20 21:00:00,2018-01-21 00:55:00,235.0,73.0,55.0
NV6405,NV880,D,I,PK418,PK458,7,0.0,0,1,1,0,2018-01-20 22:00:00,2018-01-21 00:55:00,175.0,73.0,55.0
NV6653,NV880,D,I,PK407,PK458,8,0.0,0,1,1,0,2018-01-20 21:20:00,2018-01-21 00:55:00,215.0,73.0,55.0
NV6725,NV880,D,I,PK389,PK458,7,0.0,0,1,1,0,2018-01-20 20:15:00,2018-01-21 00:55:00,280.0,73.0,55.0
NV6737,NV880,D,I,PK414,PK458,7,0.0,0,1,1,0,2018-01-20 21:45:00,2018-01-21 00:55:00,190.0,73.0,55.0
NV6642,NV880,D,I,PK401,PK458,3,0.0,0,1,1,0,2018-01-20 21:05:00,2018-01-21 00:55:00,230.0,73.0,55.0
NV6733,NV880,D,I,PK410,PK458,1,0.0,0,1,1,0,2018-01-20 21:30:00,2018-01-21 00:55:00,205.0,73.0,55.0
NV6527,NV880,D,I,PK381,PK458,2,0.0,0,1,1,0,2018-01-20 20:00:00,2018-01-21 00:55:00,295.0,73.0,55.0
NV6772,NV880,D,I,PK395,PK458,2,0.0,0,1,1,0,2018-01-20 20:30:00,2018-01-21 00:55:00,265.0,73.0,55.0
NV6643,NV880,D,I,PK402,PK458,2,0.0,0,1,1,0,2018-01-20 21:10:00,2018-01-21 00:55:00,225.0,73.0,55.0
GN0639,NV880,D,I,PK424,PK458,2,0.0,0,1,1,0,2018-01-20 22:30:00,2018-01-21 00:55:00,145.0,73.0,55.0
NV617,NV880,I,I,PK427,PK458,2,0.0,1,0,1,0,2018-01-20 22:50:00,2018-01-21 00:55:00,125.0,53.0,40.0
NV679,NV880,I,I,PK411,PK458,2,0.0,1,0,1,0,2018-01-20 21:30:00,2018-01-21 00:55:00,205.0,53.0,40.0
NV6811,NV880,D,I,PK399,PK458,1,0.0,0,1,1,0,2018-01-20 21:00:00,2018-01-21 00:55:00,235.0,73.0,55.0
GN0645,NV880,D,I,PK422,PK458,1,0.0,0,1,1,0,2018-01-20 22:25:00,2018-01-21 00:55:00,150.0,73.0,55.0
NV3278,NV880,D,I,PK392,PK458,1,0.0,0,1,1,0,2018-01-20 20:25:00,2018-01-21 00:55:00,270.0,73.0,55.0
NV6324,NV880,D,I,PK380,PK458,1,0.0,0,1,1,0,2018-01-20 20:00:00,2018-01-21 00:55:00,295.0,73.0,55.0
NV6241,NV6134,D,I,PK412,PK391,7,0.0,0,1,1,0,2018-01-20 21:40:00,2018-01-21 00:15:00,155.0,73.0,55.0
NV6551,NV6134,D,I,PK388,PK391,12,0.0,0,1,1,0,2018-01-20 20:15:00,2018-01-21 00:15:00,240.0,73.0,55.0
NV6753,NV6134,D,I,PK378,PK391,3,0.0,0,1,1,0,2018-01-20 19:50:00,2018-01-21 00:15:00,265.0,73.0,55.0
NV6737,NV6134,D,I,PK414,PK391,7,0.0,0,1,1,0,2018-01-20 21:45:00,2018-01-21 00:15:00,150.0,73.0,55.0
NV6642,NV6134,D,I,PK401,PK391,2,0.0,0,1,1,0,2018-01-20 21:05:00,2018-01-21 00:15:00,190.0,73.0,55.0
NV6241,NV654,D,I,PK412,PK377,5,0.0,0,1,1,0,2018-01-20 21:40:00,2018-01-20 23:30:00,110.0,73.0,55.0
NV6551,NV654,D,I,PK388,PK377,1,0.0,0,1,1,0,2018-01-20 20:15:00,2018-01-20 23:30:00,195.0,73.0,55.0
NV6753,NV654,D,I,PK378,PK377,11,0.0,0,1,1,0,2018-01-20 19:50:00,2018-01-20 23:30:00,220.0,73.0,55.0
NV6633,NV654,D,I,PK398,PK377,1,0.0,0,1,1,0,2018-01-20 21:00:00,2018-01-20 23:30:00,150.0,73.0,55.0
NV6725,NV654,D,I,PK389,PK377,1,0.0,0,1,1,0,2018-01-20 20:15:00,2018-01-20 23:30:00,195.0,73.0,55.0
NV6737,NV654,D,I,PK414,PK377,3,0.0,0,1,1,0,2018-01-20 21:45:00,2018-01-20 23:30:00,105.0,73.0,55.0
NV6199,NV654,I,I,PK372,PK377,6,0.0,1,0,1,0,2018-01-20 19:30:00,2018-01-20 23:30:00,240.0,53.0,40.0
NV6642,NV654,D,I,PK401,PK377,4,0.0,0,1,1,0,2018-01-20 21:05:00,2018-01-20 23:30:00,145.0,73.0,55.0
NV6733,NV654,D,I,PK410,PK377,3,0.0,0,1,1,0,2018-01-20 21:30:00,2018-01-20 23:30:00,120.0,73.0,55.0
NV6763,NV654,D,I,PK376,PK377,1,0.0,0,1,1,0,2018-01-20 19:40:00,2018-01-20 23:30:00,230.0,73.0,55.0
NV6643,NV654,D,I,PK402,PK377,1,0.0,0,1,1,0,2018-01-20 21:10:00,2018-01-20 23:30:00,140.0,73.0,55.0
NV6739,NV654,D,I,PK357,PK377,1,0.0,0,1,1,0,2018-01-20 18:35:00,2018-01-20 23:30:00,295.0,73.0,55.0
NV6663,NV654,D,I,PK365,PK377,1,0.0,0,1,1,0,2018-01-20 18:55:00,2018-01-20 23:30:00,275.0,73.0,55.0
NV6324,NV654,D,I,PK380,PK377,1,0.0,0,1,1,0,2018-01-20 20:00:00,2018-01-20 23:30:00,210.0,73.0,55.0
NV6241,NV6156,D,I,PK412,PK371,1,0.0,0,1,1,0,2018-01-20 21:40:00,2018-01-20 23:10:00,90.0,73.0,55.0
NV655,NV6734,I,D,PK457,PK171,19,0.0,1,0,0,1,2018-01-20 05:40:00,2018-01-20 08:30:00,170.0,81.0,55.0
NV309,NV6734,I,D,PK454,PK171,1,0.0,1,0,0,1,2018-01-20 05:15:00,2018-01-20 08:30:00,195.0,81.0,55.0
NV689,NV6734,I,D,PK464,PK171,2,0.0,1,0,0,1,2018-01-20 06:25:00,2018-01-20 08:30:00,125.0,81.0,55.0
NV665,NV6734,I,D,PK468,PK171,1,0.0,1,0,0,1,2018-01-20 07:00:00,2018-01-20 08:30:00,90.0,81.0,55.0
NV851,NV6734,I,D,PK461,PK171,1,0.0,1,0,0,1,2018-01-20 05:55:00,2018-01-20 08:30:00,155.0,81.0,55.0
NV347,NV6734,I,D,PK456,PK171,3,0.0,1,0,0,1,2018-01-20 05:35:00,2018-01-20 08:30:00,175.0,81.0,55.0
NV655,NV6358,I,D,PK457,PK136,10,0.0,1,0,0,1,2018-01-20 05:40:00,2018-01-20 08:15:00,155.0,81.0,55.0
NV655,NV380,I,I,PK457,PK449,1,0.0,1,0,1,0,2018-01-20 05:40:00,2018-01-20 07:55:00,135.0,53.0,40.0
NV3119,NV6714,I,D,PK368,PK369,9,0.0,1,0,0,1,2018-01-20 19:15:00,2018-01-20 21:25:00,130.0,81.0,55.0
NV849,NV6714,I,D,PK377,PK369,1,0.0,1,0,0,1,2018-01-20 19:40:00,2018-01-20 21:25:00,105.0,81.0,55.0
NV673,NV6714,I,D,PK373,PK369,11,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 21:25:00,115.0,81.0,55.0
NV633,NV6714,I,D,PK375,PK369,3,0.0,1,0,0,1,2018-01-20 19:35:00,2018-01-20 21:25:00,110.0,81.0,55.0
NV6301,NV6714,D,D,PK346,PK369,7,0.0,0,1,0,1,2018-01-20 17:40:00,2018-01-20 21:25:00,225.0,53.0,35.0
NV6489,NV6714,D,D,PK352,PK369,6,0.0,0,1,0,1,2018-01-20 18:20:00,2018-01-20 21:25:00,185.0,53.0,35.0
NV619,NV6714,I,D,PK344,PK369,4,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 21:25:00,235.0,81.0,55.0
NV831,NV6714,I,D,PK353,PK369,2,0.0,1,0,0,1,2018-01-20 18:20:00,2018-01-20 21:25:00,185.0,81.0,55.0
NV3131,NV6714,I,D,PK351,PK369,1,0.0,1,0,0,1,2018-01-20 18:15:00,2018-01-20 21:25:00,190.0,81.0,55.0
NV635,NV859,I,D,PK333,PK366,18,0.0,1,0,0,1,2018-01-20 16:35:00,2018-01-20 21:00:00,265.0,81.0,55.0
NV6119,NV859,I,D,PK340,PK366,1,0.0,1,0,0,1,2018-01-20 17:10:00,2018-01-20 21:00:00,230.0,81.0,55.0
NV831,NV859,I,D,PK353,PK366,3,0.0,1,0,0,1,2018-01-20 18:20:00,2018-01-20 21:00:00,160.0,81.0,55.0
NV635,NV672,I,I,PK333,PK308,4,0.0,1,0,1,0,2018-01-20 16:35:00,2018-01-20 20:20:00,225.0,53.0,40.0
NV6145,NV672,I,I,PK343,PK308,2,0.0,1,0,1,0,2018-01-20 17:30:00,2018-01-20 20:20:00,170.0,53.0,40.0
NV3260,NV672,D,I,PK326,PK308,2,0.0,0,1,1,0,2018-01-20 16:15:00,2018-01-20 20:20:00,245.0,73.0,55.0
NV3197,NV672,I,I,PK329,PK308,1,0.0,1,0,1,0,2018-01-20 16:30:00,2018-01-20 20:20:00,230.0,53.0,40.0
NV635,NV834,I,I,PK333,PK327,1,0.0,1,0,1,0,2018-01-20 16:35:00,2018-01-20 18:30:00,115.0,53.0,40.0
NV6709,NV834,D,I,PK297,PK327,2,0.0,0,1,1,0,2018-01-20 14:30:00,2018-01-20 18:30:00,240.0,73.0,55.0
NV6715,NV834,D,I,PK325,PK327,3,0.0,0,1,1,0,2018-01-20 16:05:00,2018-01-20 18:30:00,145.0,73.0,55.0
NV629,NV834,I,I,PK311,PK327,3,0.0,1,0,1,0,2018-01-20 15:15:00,2018-01-20 18:30:00,195.0,53.0,40.0
NV6717,NV834,D,I,PK337,PK327,2,0.0,0,1,1,0,2018-01-20 16:55:00,2018-01-20 18:30:00,95.0,73.0,55.0
NV6657,NV834,D,I,PK323,PK327,1,0.0,0,1,1,0,2018-01-20 15:55:00,2018-01-20 18:30:00,155.0,73.0,55.0
NV635,NV6784,I,D,PK333,PK359,1,0.0,1,0,0,1,2018-01-20 16:35:00,2018-01-20 19:50:00,195.0,81.0,55.0
NV6489,NV6784,D,D,PK352,PK359,2,0.0,0,1,0,1,2018-01-20 18:20:00,2018-01-20 19:50:00,90.0,53.0,35.0
NV619,NV6784,I,D,PK344,PK359,6,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 19:50:00,140.0,81.0,55.0
NV6119,NV6784,I,D,PK340,PK359,5,0.0,1,0,0,1,2018-01-20 17:10:00,2018-01-20 19:50:00,160.0,81.0,55.0
NV3197,NV6784,I,D,PK329,PK359,4,0.0,1,0,0,1,2018-01-20 16:30:00,2018-01-20 19:50:00,200.0,81.0,55.0
NV307,NV6784,I,D,PK334,PK359,2,0.0,1,0,0,1,2018-01-20 16:40:00,2018-01-20 19:50:00,190.0,81.0,55.0
NV635,NV6588,I,D,PK333,PK331,1,0.0,1,0,0,1,2018-01-20 16:35:00,2018-01-20 20:05:00,210.0,81.0,55.0
NV6145,NV6588,I,D,PK343,PK331,2,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 20:05:00,155.0,81.0,55.0
NV635,NV3631,I,D,PK333,PK348,1,0.0,1,0,0,1,2018-01-20 16:35:00,2018-01-20 19:30:00,175.0,81.0,55.0
NV6119,NV3631,I,D,PK340,PK348,1,0.0,1,0,0,1,2018-01-20 17:10:00,2018-01-20 19:30:00,140.0,81.0,55.0
NV635,NV3410,I,D,PK333,PK355,1,0.0,1,0,0,1,2018-01-20 16:35:00,2018-01-20 19:35:00,180.0,81.0,55.0
NV635,NV308,I,I,PK333,PK333,1,1.0,1,0,1,0,2018-01-20 16:35:00,2018-01-20 20:00:00,205.0,53.0,40.0
NV382,NV308,D,I,PK313,PK333,6,0.0,0,1,1,0,2018-01-20 15:20:00,2018-01-20 20:00:00,280.0,73.0,55.0
NV6145,NV308,I,I,PK343,PK333,10,0.0,1,0,1,0,2018-01-20 17:30:00,2018-01-20 20:00:00,150.0,53.0,40.0
NV3260,NV308,D,I,PK326,PK333,8,0.0,0,1,1,0,2018-01-20 16:15:00,2018-01-20 20:00:00,225.0,73.0,55.0
NV657,NV308,I,I,PK316,PK333,7,0.0,1,0,1,0,2018-01-20 15:30:00,2018-01-20 20:00:00,270.0,53.0,40.0
NV619,NV308,I,I,PK344,PK333,5,0.0,1,0,1,0,2018-01-20 17:30:00,2018-01-20 20:00:00,150.0,53.0,40.0
NV6119,NV308,I,I,PK340,PK333,4,0.0,1,0,1,0,2018-01-20 17:10:00,2018-01-20 20:00:00,170.0,53.0,40.0
NV3702,NV308,D,I,PK330,PK333,5,0.0,0,1,1,0,2018-01-20 16:30:00,2018-01-20 20:00:00,210.0,73.0,55.0
NV304,NV308,D,I,PK332,PK333,5,0.0,0,1,1,0,2018-01-20 16:35:00,2018-01-20 20:00:00,205.0,73.0,55.0
NV6715,NV308,D,I,PK325,PK333,1,0.0,0,1,1,0,2018-01-20 16:05:00,2018-01-20 20:00:00,235.0,73.0,55.0
NV6453,NV308,D,I,PK315,PK333,2,0.0,0,1,1,0,2018-01-20 15:25:00,2018-01-20 20:00:00,275.0,73.0,55.0
NV859,NV308,I,I,PK366,PK333,1,0.0,1,0,1,0,2018-01-20 18:55:00,2018-01-20 20:00:00,65.0,53.0,40.0
NV813,NV308,I,I,PK324,PK333,1,0.0,1,0,1,0,2018-01-20 15:55:00,2018-01-20 20:00:00,245.0,53.0,40.0
NV627,NV308,I,I,PK322,PK333,1,0.0,1,0,1,0,2018-01-20 15:55:00,2018-01-20 20:00:00,245.0,53.0,40.0
NV841,NV3703,I,D,PK274,PK278,17,0.0,1,0,0,1,2018-01-20 11:25:00,2018-01-20 13:55:00,150.0,81.0,55.0
NV643,NV3703,I,D,PK269,PK278,1,0.0,1,0,0,1,2018-01-20 10:45:00,2018-01-20 13:55:00,190.0,81.0,55.0
NV303,NV3703,I,D,PK268,PK278,2,0.0,1,0,0,1,2018-01-20 10:40:00,2018-01-20 13:55:00,195.0,81.0,55.0
NV841,NV674,I,I,PK274,PK280,6,0.0,1,0,1,0,2018-01-20 11:25:00,2018-01-20 14:25:00,180.0,53.0,40.0
NV6785,NV674,D,I,PK271,PK280,2,0.0,0,1,1,0,2018-01-20 11:00:00,2018-01-20 14:25:00,205.0,73.0,55.0
NV6713,NV674,D,I,PK266,PK280,4,0.0,0,1,1,0,2018-01-20 10:35:00,2018-01-20 14:25:00,230.0,73.0,55.0
NV6163,NV674,I,I,PK495,PK280,8,0.0,1,0,1,0,2018-01-20 09:45:00,2018-01-20 14:25:00,280.0,53.0,40.0
NV3513,NV674,D,I,PK490,PK280,2,0.0,0,1,1,0,2018-01-20 09:35:00,2018-01-20 14:25:00,290.0,73.0,55.0
NV643,NV674,I,I,PK269,PK280,3,0.0,1,0,1,0,2018-01-20 10:45:00,2018-01-20 14:25:00,220.0,53.0,40.0
NV6731,NV674,D,I,PK262,PK280,1,0.0,0,1,1,0,2018-01-20 10:25:00,2018-01-20 14:25:00,240.0,73.0,55.0
NV303,NV674,I,I,PK268,PK280,1,0.0,1,0,1,0,2018-01-20 10:40:00,2018-01-20 14:25:00,225.0,53.0,40.0
NV6655,NV674,D,I,PK491,PK280,1,0.0,0,1,1,0,2018-01-20 09:35:00,2018-01-20 14:25:00,290.0,73.0,55.0
NV841,NV3269,I,D,PK274,PK284,2,0.0,1,0,0,1,2018-01-20 11:25:00,2018-01-20 14:15:00,170.0,81.0,55.0
NV841,NV6540,I,D,PK274,PK145,1,0.0,1,0,0,1,2018-01-20 11:25:00,2018-01-20 13:55:00,150.0,81.0,55.0
NV3703,NV6540,I,D,PK278,PK145,1,0.0,1,0,0,1,2018-01-20 12:25:00,2018-01-20 13:55:00,90.0,81.0,55.0
NV305,NV6540,I,D,PK270,PK145,1,0.0,1,0,0,1,2018-01-20 11:00:00,2018-01-20 13:55:00,175.0,81.0,55.0
NV687,NV6540,I,D,PK261,PK145,1,0.0,1,0,0,1,2018-01-20 10:20:00,2018-01-20 13:55:00,215.0,81.0,55.0
NV858,NV6144,D,I,PK265,PK261,17,0.0,0,1,1,0,2018-01-20 10:30:00,2018-01-20 12:15:00,105.0,73.0,55.0
NV3120,NV6144,D,I,PK257,PK261,3,0.0,0,1,1,0,2018-01-20 10:15:00,2018-01-20 12:15:00,120.0,73.0,55.0
NV698,NV6144,D,I,PK487,PK261,5,0.0,0,1,1,0,2018-01-20 09:20:00,2018-01-20 12:15:00,175.0,73.0,55.0
NV6577,NV6144,D,I,PK477,PK261,2,0.0,0,1,1,0,2018-01-20 08:40:00,2018-01-20 12:15:00,215.0,73.0,55.0
NV6313,NV6144,D,I,PK501,PK261,1,0.0,0,1,1,0,2018-01-20 09:55:00,2018-01-20 12:15:00,140.0,73.0,55.0
NV858,NV6118,D,I,PK265,PK460,2,0.0,0,1,1,0,2018-01-20 10:30:00,2018-01-20 12:15:00,105.0,73.0,55.0
NV6773,NV6118,D,I,PK488,PK460,2,0.0,0,1,1,0,2018-01-20 09:25:00,2018-01-20 12:15:00,170.0,73.0,55.0
NV3620,NV6118,D,I,PK481,PK460,1,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 12:15:00,200.0,73.0,55.0
NV858,NV398,D,I,PK265,PK271,1,0.0,0,1,1,0,2018-01-20 10:30:00,2018-01-20 13:10:00,160.0,73.0,55.0
NV6713,NV398,D,I,PK266,PK271,1,0.0,0,1,1,0,2018-01-20 10:35:00,2018-01-20 13:10:00,155.0,73.0,55.0
NV698,NV398,D,I,PK487,PK271,2,0.0,0,1,1,0,2018-01-20 09:20:00,2018-01-20 13:10:00,230.0,73.0,55.0
NV6294,NV398,D,I,PK253,PK271,6,0.0,0,1,1,0,2018-01-20 10:00:00,2018-01-20 13:10:00,190.0,73.0,55.0
NV628,NV398,D,I,PK485,PK271,4,0.0,0,1,1,0,2018-01-20 09:15:00,2018-01-20 13:10:00,235.0,73.0,55.0
NV6684,NV618,D,I,PK482,PK262,16,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 11:25:00,150.0,73.0,55.0
NV6163,NV618,I,I,PK495,PK262,1,0.0,1,0,1,0,2018-01-20 09:45:00,2018-01-20 11:25:00,100.0,53.0,40.0
NV6773,NV618,D,I,PK488,PK262,7,0.0,0,1,1,0,2018-01-20 09:25:00,2018-01-20 11:25:00,120.0,73.0,55.0
NV6645,NV618,D,I,PK479,PK262,1,0.0,0,1,1,0,2018-01-20 08:45:00,2018-01-20 11:25:00,160.0,73.0,55.0
NV6684,NV632,D,I,PK482,PK258,3,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 11:45:00,170.0,73.0,55.0
NV3992,NV632,D,I,PK474,PK258,3,0.0,0,1,1,0,2018-01-20 08:25:00,2018-01-20 11:45:00,200.0,73.0,55.0
NV628,NV632,D,I,PK485,PK258,1,0.0,0,1,1,0,2018-01-20 09:15:00,2018-01-20 11:45:00,150.0,73.0,55.0
NV6443,NV632,D,I,PK256,PK258,2,0.0,0,1,1,0,2018-01-20 10:10:00,2018-01-20 11:45:00,95.0,73.0,55.0
NV6698,NV632,D,I,PK480,PK258,4,0.0,0,1,1,0,2018-01-20 08:45:00,2018-01-20 11:45:00,180.0,73.0,55.0
NV6577,NV632,D,I,PK477,PK258,3,0.0,0,1,1,0,2018-01-20 08:40:00,2018-01-20 11:45:00,185.0,73.0,55.0
NV6645,NV632,D,I,PK479,PK258,2,0.0,0,1,1,0,2018-01-20 08:45:00,2018-01-20 11:45:00,180.0,73.0,55.0
NV6313,NV632,D,I,PK501,PK258,1,0.0,0,1,1,0,2018-01-20 09:55:00,2018-01-20 11:45:00,110.0,73.0,55.0
NV6684,NV346,D,I,PK482,PK456,3,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 12:10:00,195.0,73.0,55.0
NV6697,NV346,D,I,PK478,PK456,2,0.0,0,1,1,0,2018-01-20 08:40:00,2018-01-20 12:10:00,210.0,73.0,55.0
NV6713,NV346,D,I,PK266,PK456,2,0.0,0,1,1,0,2018-01-20 10:35:00,2018-01-20 12:10:00,95.0,73.0,55.0
NV6163,NV346,I,I,PK495,PK456,1,0.0,1,0,1,0,2018-01-20 09:45:00,2018-01-20 12:10:00,145.0,53.0,40.0
NV3513,NV346,D,I,PK490,PK456,7,0.0,0,1,1,0,2018-01-20 09:35:00,2018-01-20 12:10:00,155.0,73.0,55.0
NV6533,NV346,D,I,PK493,PK456,2,0.0,0,1,1,0,2018-01-20 09:40:00,2018-01-20 12:10:00,150.0,73.0,55.0
NV6294,NV346,D,I,PK253,PK456,1,0.0,0,1,1,0,2018-01-20 10:00:00,2018-01-20 12:10:00,130.0,73.0,55.0
